ID	A1	A2	B1	B2	gene_name
ENSG00000110074	1162	1357	1004	1082	FOXRED1
ENSG00000159055	920	1285	1243	1154	MIS18A
ENSG00000172888	1230	1493	854	1025	ZNF621
ENSG00000126001	1187	1260	925	1226	CEP250
ENSG00000141376	1060	1318	1052	1167	BCAS3
ENSG00000117054	844	1202	1387	1164	ACADM
ENSG00000160445	983	1159	1226	1228	ZER1
ENSG00000152518	799	1316	1353	1123	ZFP36L2
ENSG00000167447	869	1221	1237	1264	SMG8
ENSG00000175602	904	1144	1586	956	CCDC85B
ENSG00000136522	940	1228	1429	993	MRPL47
ENSG00000198612	1064	1201	1268	1055	COPS8
ENSG00000130311	947	1114	1365	1161	DDA1
ENSG00000170385	2967	587	555	478	SLC30A1
ENSG00000100934	731	1221	1400	1232	SEC23A
ENSG00000134108	1049	1259	1174	1101	ARL8B
ENSG00000159363	494	800	1690	1598	ATP13A2
ENSG00000175309	1124	1493	908	1055	PHYKPL
ENSG00000182952	979	1225	1161	1213	HMGN4
ENSG00000185344	1123	1027	1276	1151	ATP6V0A2
ENSG00000170043	871	1287	1288	1130	TRAPPC1
ENSG00000139579	933	1159	1470	1012	NABP2
ENSG00000087157	1457	1260	921	935	PGS1
ENSG00000005175	962	1306	1153	1151	RPAP3
ENSG00000243716	1245	1202	973	1152	NPIPB5
ENSG00000126107	726	1328	1152	1362	HECTD3
ENSG00000167118	1057	1218	1173	1119	URM1
ENSG00000120805	744	1174	1486	1163	ARL1
ENSG00000158773	1096	1249	1155	1065	USF1
ENSG00000130150	1888	1175	751	751	MOSPD2
ENSG00000214367	2335	957	660	612	HAUS3
ENSG00000163866	862	1188	1349	1163	SMIM12
ENSG00000112592	1362	1208	1013	979	TBP
ENSG00000182158	719	1226	1226	1389	CREB3L2
ENSG00000115211	1288	1158	1083	1030	EIF2B4
ENSG00000146540	1088	1176	1300	994	C7orf50
ENSG00000125686	873	1290	1041	1353	MED1
ENSG00000122786	695	1234	1332	1294	CALD1
ENSG00000130803	1433	1306	890	925	ZNF317
ENSG00000119912	831	1299	1199	1224	IDE
ENSG00000123091	875	1168	1361	1148	RNF11
ENSG00000101413	1094	1193	1054	1210	RPRD1B
ENSG00000160959	1357	1263	1015	915	LRRC14
ENSG00000137221	1521	1216	872	939	TJAP1
ENSG00000101596	1261	1196	1054	1037	SMCHD1
ENSG00000203485	903	1083	1296	1265	INF2
ENSG00000079950	847	1260	1217	1220	STX7
ENSG00000171853	1235	1180	1068	1061	TRAPPC12
ENSG00000186205	788	931	1483	1341	MARC1
ENSG00000111666	789	1006	1443	1303	CHPT1
ENSG00000119048	1514	1032	1147	848	UBE2B
ENSG00000126464	555	1323	1209	1453	PRR12
ENSG00000196911	1395	1132	1070	942	KPNA5
ENSG00000203950	794	1110	1372	1263	RTL8A
ENSG00000152952	748	566	1733	1492	PLOD2
ENSG00000107938	1427	1134	923	1055	EDRF1
ENSG00000121864	993	1369	1162	1014	ZNF639
ENSG00000198954	780	1273	1345	1138	KIF1BP
ENSG00000186501	1118	1243	1108	1067	TMEM222
ENSG00000160193	1031	1240	1072	1192	WDR4
ENSG00000169398	1027	1238	1075	1193	PTK2
ENSG00000137710	725	1296	1230	1281	RDX
ENSG00000174840	902	1180	1231	1218	PDE12
ENSG00000141127	1063	1365	1076	1025	PRPSAP2
ENSG00000012232	732	910	1352	1535	EXTL3
ENSG00000157540	1470	1195	967	897	DYRK1A
ENSG00000154222	908	1249	1182	1189	CC2D1B
ENSG00000196821	948	1249	1103	1225	C6orf106
ENSG00000005700	897	1410	1101	1117	IBTK
ENSG00000135250	926	1211	1177	1210	SRPK2
ENSG00000151135	673	1252	1383	1215	TMEM263
ENSG00000136877	1085	1307	1155	976	FPGS
ENSG00000273841	1065	1229	1097	1131	TAF9
ENSG00000156970	932	1181	1142	1266	BUB1B
ENSG00000110435	967	1300	1222	1030	PDHX
ENSG00000090487	812	1228	1384	1091	SPG21
ENSG00000138078	1237	1280	1012	983	PREPL
ENSG00000144524	1106	1255	1084	1066	COPS7B
ENSG00000131100	968	1250	1261	1032	ATP6V1E1
ENSG00000234745	836	739	1594	1341	HLA-B
ENSG00000161714	717	1216	1405	1170	PLCD3
ENSG00000106261	1366	1299	915	928	ZKSCAN1
ENSG00000213965	811	1270	1346	1079	NUDT19
ENSG00000091039	958	1208	1138	1202	OSBPL8
ENSG00000184887	878	1263	1349	1016	BTBD6
ENSG00000106211	941	962	1560	1041	HSPB1
ENSG00000121749	1491	1158	956	899	TBC1D15
ENSG00000214517	1003	1242	1075	1183	PPME1
ENSG00000101811	957	1250	1056	1240	CSTF2
ENSG00000167114	735	903	1508	1357	SLC27A4
ENSG00000107863	696	1250	1096	1460	ARHGAP21
ENSG00000111726	825	1203	1356	1117	CMAS
ENSG00000118873	1051	1247	1033	1170	RAB3GAP2
ENSG00000101474	1014	745	1414	1328	APMAP
ENSG00000128710	1260	1104	956	1179	HOXD10
ENSG00000068650	940	893	1107	1559	ATP11A
ENSG00000185842	1648	1036	925	889	DNAH14
ENSG00000196712	1099	1173	993	1232	NF1
ENSG00000204272	921	1279	1226	1071	NBDY
ENSG00000257923	847	1225	1112	1312	CUX1
ENSG00000224877	1032	999	1488	976	NDUFAF8
ENSG00000163960	907	1197	1123	1266	UBXN7
ENSG00000182473	649	1357	975	1512	EXOC7
ENSG00000172380	622	1191	1418	1259	GNG12
ENSG00000131791	1209	1303	972	1005	PRKAB2
ENSG00000169733	1476	1118	1004	883	RFNG
ENSG00000151247	603	1237	1364	1276	EIF4E
ENSG00000198917	1320	1285	970	905	SPOUT1
ENSG00000184203	1034	1201	1174	1070	PPP1R2
ENSG00000129292	1341	1221	964	952	PHF20L1
ENSG00000020256	610	1120	1464	1281	ZFP64
ENSG00000124198	1021	1188	1056	1208	ARFGEF2
ENSG00000162889	936	1121	1279	1137	MAPKAPK2
ENSG00000070614	455	866	1491	1660	NDST1
ENSG00000072042	942	815	1367	1346	RDH11
ENSG00000198554	1150	1201	1044	1074	WDHD1
ENSG00000162063	763	1173	1352	1181	CCNF
ENSG00000174013	1113	1198	1115	1043	FBXO45
ENSG00000104723	812	729	1553	1374	TUSC3
ENSG00000185728	980	1182	1180	1125	YTHDF3
ENSG00000157637	1037	941	1261	1227	SLC38A10
ENSG00000089094	860	1202	1142	1261	KDM2B
ENSG00000153786	936	1111	1237	1179	ZDHHC7
ENSG00000175220	775	1363	1179	1145	ARHGAP1
ENSG00000011405	985	1156	1090	1231	PIK3C2A
ENSG00000198805	717	1232	1316	1195	PNP
ENSG00000103356	883	1355	1054	1168	EARS2
ENSG00000110583	924	1180	1158	1196	NAA40
ENSG00000173852	976	724	1418	1339	DPY19L1
ENSG00000144233	772	1451	1058	1175	AMMECR1L
ENSG00000188419	1224	1143	1032	1056	CHM
ENSG00000235173	892	1321	1164	1078	HGH1
ENSG00000128602	410	966	1477	1602	SMO
ENSG00000119231	1403	1186	970	895	SENP5
ENSG00000164081	927	926	1460	1138	TEX264
ENSG00000112578	983	1244	1180	1043	BYSL
ENSG00000124333	773	1220	1249	1207	VAMP7
ENSG00000080546	1036	1287	1174	951	SESN1
ENSG00000172172	832	1234	1269	1111	MRPL13
ENSG00000111247	1137	1196	1078	1033	RAD51AP1
ENSG00000185818	381	871	1685	1504	NAT8L
ENSG00000182240	732	854	1483	1372	BACE2
ENSG00000141646	1313	1211	1030	886	SMAD4
ENSG00000138442	1020	1140	1201	1078	WDR12
ENSG00000055950	845	1146	1359	1088	MRPL43
ENSG00000171109	1072	1164	1151	1051	MFN1
ENSG00000100749	896	1177	1285	1076	VRK1
ENSG00000136492	1350	1189	952	942	BRIP1
ENSG00000143322	1098	1187	1008	1137	ABL2
ENSG00000145740	968	906	1403	1150	SLC30A5
ENSG00000136811	1251	1236	981	955	ODF2
ENSG00000180304	779	1049	1229	1364	OAZ2
ENSG00000183763	1567	1250	831	773	TRAIP
ENSG00000171204	1019	1192	1202	1008	TMEM126B
ENSG00000103005	829	1112	1238	1241	USB1
ENSG00000198752	867	1258	1006	1289	CDC42BPB
ENSG00000169967	1050	1335	1024	1007	MAP3K2
ENSG00000160256	1098	1200	1209	909	FAM207A
ENSG00000187522	1038	1127	1202	1047	HSPA14
ENSG00000266074	648	1009	1245	1508	BAHCC1
ENSG00000136003	1251	1092	1146	918	ISCU
ENSG00000198826	767	1195	1293	1151	ARHGAP11A
ENSG00000243679	2042	965	759	640	AC018638.5
ENSG00000147457	975	1158	1205	1065	CHMP7
ENSG00000262814	915	1195	1194	1098	MRPL12
ENSG00000143376	604	1253	1266	1279	SNX27
ENSG00000143013	1039	1275	1151	933	LMO4
ENSG00000119559	1117	1319	1044	917	C19orf25
ENSG00000141564	873	1207	1072	1244	RPTOR
ENSG00000066422	1438	1214	875	869	ZBTB11
ENSG00000006194	1405	1224	860	905	ZNF263
ENSG00000077348	964	1216	1246	967	EXOSC5
ENSG00000127948	886	599	1508	1397	POR
ENSG00000187498	252	303	1915	1919	COL4A1
ENSG00000172301	977	1226	1200	986	COPRS
ENSG00000100764	771	1243	1242	1131	PSMC1
ENSG00000175416	1003	1043	1363	977	CLTB
ENSG00000107262	952	1083	1293	1057	BAG1
ENSG00000154945	877	1304	1056	1147	ANKRD40
ENSG00000136002	1277	1129	925	1053	ARHGEF4
ENSG00000123545	993	1253	1163	974	NDUFAF4
ENSG00000115946	886	1303	1155	1038	PNO1
ENSG00000142751	1092	1228	1131	929	GPN2
ENSG00000102910	900	1245	1085	1148	LONP2
ENSG00000160789	853	1126	1265	1133	LMNA
ENSG00000074266	1385	1095	1032	865	EED
ENSG00000133398	1362	1301	950	763	MED10
ENSG00000164902	824	1195	1329	1027	PHAX
ENSG00000155508	921	1181	1233	1039	CNOT8
ENSG00000156642	1093	760	1326	1194	NPTN
ENSG00000198961	905	1175	1094	1197	PJA2
ENSG00000177853	1470	1192	848	859	ZNF518A
ENSG00000186866	1673	1163	660	872	POFUT2
ENSG00000147533	811	1228	1182	1146	GOLGA7
ENSG00000181523	1187	1094	1098	988	SGSH
ENSG00000163291	1327	982	1078	980	PAQR3
ENSG00000100348	978	1119	1279	986	TXN2
ENSG00000132694	903	1250	976	1232	ARHGEF11
ENSG00000013561	860	1298	1147	1056	RNF14
ENSG00000017797	578	1261	1254	1266	RALBP1
ENSG00000130714	1102	819	1203	1235	POMT1
ENSG00000132792	977	1194	1146	1039	CTNNBL1
ENSG00000070950	1004	1194	1097	1060	RAD18
ENSG00000180901	773	1192	1268	1122	KCTD2
ENSG00000134247	537	564	1680	1569	PTGFRN
ENSG00000103222	1004	653	1269	1423	ABCC1
ENSG00000131067	1217	1133	909	1090	GGT7
ENSG00000130479	966	1193	1131	1058	MAP1S
ENSG00000133773	1105	1143	1120	980	CCDC59
ENSG00000180667	1389	1075	991	892	YOD1
ENSG00000134602	768	1154	1261	1162	STK26
ENSG00000066654	1045	1182	1113	1003	THUMPD1
ENSG00000000419	1151	1177	1139	875	DPM1
ENSG00000001084	1058	1219	1038	1027	GCLC
ENSG00000054148	1151	1164	1139	885	PHPT1
ENSG00000129055	920	1184	1237	997	ANAPC13
ENSG00000149476	945	1269	1069	1053	TKFC
ENSG00000141378	1013	1162	1137	1023	PTRH2
ENSG00000095485	1472	1110	983	768	CWF19L1
ENSG00000159228	805	1113	1356	1058	CBR1
ENSG00000133313	808	1296	1177	1049	CNDP2
ENSG00000213015	1176	1072	1166	914	ZNF580
ENSG00000086102	1052	1399	905	972	NFX1
ENSG00000111707	1025	1209	980	1114	SUDS3
ENSG00000133316	1217	1251	1008	851	WDR74
ENSG00000167291	784	1197	1059	1286	TBC1D16
ENSG00000118217	925	849	1220	1332	ATF6
ENSG00000142856	1044	1153	1145	983	ITGB3BP
ENSG00000126391	767	1169	1194	1195	FRMD8
ENSG00000132388	741	1126	1272	1185	UBE2G1
ENSG00000087088	740	1163	1409	1010	BAX
ENSG00000131711	748	1201	1096	1277	MAP1B
ENSG00000169660	1667	1218	751	685	HEXDC
ENSG00000196923	1300	1042	1082	897	PDLIM7
ENSG00000169299	898	1149	1171	1103	PGM2
ENSG00000134077	1081	1225	1022	993	THUMPD3
ENSG00000112584	1092	1017	1016	1194	FAM120B
ENSG00000165516	1221	1163	996	938	KLHDC2
ENSG00000171222	1135	967	1398	817	SCAND1
ENSG00000117020	936	1080	1085	1215	AKT3
ENSG00000164284	1059	1577	927	751	GRPEL2
ENSG00000198743	1152	690	1196	1276	SLC5A3
ENSG00000205903	860	1214	1119	1120	ZNF316
ENSG00000188070	611	1130	1266	1305	C11orf95
ENSG00000113161	1043	516	1332	1421	HMGCR
ENSG00000166987	819	1253	974	1264	MBD6
ENSG00000135723	735	1119	1217	1239	FHOD1
ENSG00000157500	690	1213	1239	1167	APPL1
ENSG00000164190	943	1136	1023	1207	NIPBL
ENSG00000085788	958	1089	1082	1180	DDHD2
ENSG00000120509	885	1191	1230	1002	PDZD11
ENSG00000116922	928	1410	1062	908	C1orf109
ENSG00000101439	899	847	1548	1012	CST3
ENSG00000169855	1013	673	1202	1415	ROBO1
ENSG00000132356	1347	1219	908	829	PRKAA1
ENSG00000204304	542	1111	1266	1384	PBX2
ENSG00000140263	763	1196	1182	1161	SORD
ENSG00000118707	827	1176	1162	1136	TGIF2
ENSG00000150403	802	962	1293	1244	TMCO3
ENSG00000103932	813	1254	1055	1179	RPAP1
ENSG00000129317	1071	1231	1015	983	PUS7L
ENSG00000163214	1296	1055	992	956	DHX57
ENSG00000114520	854	1168	1180	1096	SNX4
ENSG00000070610	1103	1221	959	1013	GBA2
ENSG00000204650	1035	1225	984	1050	LINC02210
ENSG00000148468	739	911	1341	1302	FAM171A1
ENSG00000006007	831	969	1183	1310	GDE1
ENSG00000118508	908	1090	1265	1028	RAB32
ENSG00000119669	1096	1057	1139	999	IRF2BPL
ENSG00000156876	1162	1074	1033	1021	SASS6
ENSG00000182117	904	1091	1227	1068	NOP10
ENSG00000150316	1027	1111	1180	969	CWC15
ENSG00000177971	1047	1168	1141	931	IMP3
ENSG00000151502	919	1174	1019	1172	VPS26B
ENSG00000063601	869	1163	1098	1153	MTMR1
ENSG00000136021	1075	1213	942	1052	SCYL2
ENSG00000109118	1111	1181	924	1066	PHF12
ENSG00000171681	1022	1194	922	1142	ATF7IP
ENSG00000197879	608	1211	1230	1230	MYO1C
ENSG00000126456	1006	1154	1127	991	IRF3
ENSG00000137168	654	1309	1204	1110	PPIL1
ENSG00000126070	1299	1231	828	918	AGO3
ENSG00000060656	662	666	1534	1413	PTPRU
ENSG00000104964	833	1099	1282	1059	AES
ENSG00000176986	554	1295	1020	1403	SEC24C
ENSG00000010803	861	1137	1082	1190	SCMH1
ENSG00000119729	1099	1071	1137	961	RHOQ
ENSG00000132953	1044	1126	987	1109	XPO4
ENSG00000164897	1035	970	1307	953	TMUB1
ENSG00000167657	1319	982	1060	904	DAPK3
ENSG00000115947	1355	1173	903	832	ORC4
ENSG00000143162	930	845	1244	1244	CREG1
ENSG00000135457	1027	1132	1050	1053	TFCP2
ENSG00000114446	881	1164	1174	1042	IFT57
ENSG00000141380	995	1149	1115	1002	SS18
ENSG00000103479	1071	1274	816	1099	RBL2
ENSG00000087074	1943	999	638	678	PPP1R15A
ENSG00000230202	631	1205	1231	1191	AL450405.1
ENSG00000112742	902	1070	1157	1129	TTK
ENSG00000164853	1014	962	1345	936	UNCX
ENSG00000005206	1649	1143	755	710	SPPL2B
ENSG00000172732	1320	1192	863	882	MUS81
ENSG00000130699	902	1011	1120	1223	TAF4
ENSG00000137815	835	1078	1188	1151	RTF1
ENSG00000131732	994	1209	1082	966	ZCCHC9
ENSG00000067900	756	1131	1155	1206	ROCK1
ENSG00000099904	1068	970	1093	1117	ZDHHC8
ENSG00000050820	760	1051	1243	1193	BCAR1
ENSG00000108669	1320	992	1002	933	CYTH1
ENSG00000264112	1460	1302	716	768	AC015813.1
ENSG00000102309	810	1075	1282	1078	PIN4
ENSG00000167113	1206	1241	1008	789	COQ4
ENSG00000025156	1033	1237	1016	955	HSF2
ENSG00000156381	1355	873	1289	724	ANKRD9
ENSG00000081087	892	786	1384	1179	OSTM1
ENSG00000136156	838	745	1422	1235	ITM2B
ENSG00000070961	882	531	1334	1493	ATP2B1
ENSG00000065883	996	1220	932	1087	CDK13
ENSG00000134313	1309	659	1050	1215	KIDINS220
ENSG00000173744	1084	1027	1069	1052	AGFG1
ENSG00000124570	806	1158	1249	1019	SERPINB6
ENSG00000135778	931	1272	1015	1010	NTPCR
ENSG00000149948	506	1031	1333	1357	HMGA2
ENSG00000148153	1218	1179	974	855	INIP
ENSG00000120727	817	1158	1178	1073	PAIP2
ENSG00000196312	1058	1193	957	1016	MFSD14C
ENSG00000166788	1141	1121	1090	870	SAAL1
ENSG00000167862	1031	1246	1082	862	MRPL58
ENSG00000155256	1328	948	891	1054	ZFYVE27
ENSG00000129484	1544	1055	819	802	PARP2
ENSG00000132740	1116	1218	903	983	IGHMBP2
ENSG00000105135	763	819	1440	1194	ILVBL
ENSG00000263465	840	1167	1177	1031	SRSF8
ENSG00000174197	1059	1181	847	1127	MGA
ENSG00000093010	955	843	1336	1080	COMT
ENSG00000107874	932	1158	1220	901	CUEDC2
ENSG00000154719	883	1218	1175	933	MRPL39
ENSG00000118965	1244	1138	914	913	WDR35
ENSG00000110768	937	1248	1072	950	GTF2H1
ENSG00000088833	1157	1082	1031	936	NSFL1C
ENSG00000162775	1700	1111	667	728	RBM15
ENSG00000168056	973	695	1290	1248	LTBP3
ENSG00000095059	1049	1211	1064	881	DHPS
ENSG00000087448	1139	1097	998	970	KLHL42
ENSG00000162836	1114	1204	980	904	ACP6
ENSG00000151806	936	1278	1032	953	GUF1
ENSG00000153113	674	1232	1151	1139	CAST
ENSG00000181274	771	1064	1338	1023	FRAT2
ENSG00000204386	928	824	1311	1131	NEU1
ENSG00000143776	858	1174	971	1188	CDC42BPA
ENSG00000135837	1186	1015	880	1109	CEP350
ENSG00000198522	964	1142	1058	1024	GPN1
ENSG00000116199	584	1095	1162	1346	FAM20B
ENSG00000104823	773	1146	1273	995	ECH1
ENSG00000100034	907	1156	1077	1046	PPM1F
ENSG00000011258	1141	1284	910	848	MBTD1
ENSG00000163516	1607	1028	753	794	ANKZF1
ENSG00000091732	1085	1138	1032	927	ZC3HC1
ENSG00000162688	933	1122	1055	1072	AGL
ENSG00000114439	760	1094	1075	1253	BBX
ENSG00000104899	2024	769	753	635	AMH
ENSG00000126773	1118	924	1100	1039	PCNX4
ENSG00000106771	1048	661	1208	1263	TMEM245
ENSG00000085840	1073	1124	1034	947	ORC1
ENSG00000120533	1106	965	1203	904	ENY2
ENSG00000110429	971	1203	1040	964	FBXO3
ENSG00000023330	884	1381	949	963	ALAS1
ENSG00000173905	760	591	1447	1378	GOLIM4
ENSG00000204946	1103	1152	1027	893	ZNF783
ENSG00000137970	985	1124	1272	793	RPL7P9
ENSG00000102125	1537	1099	830	708	TAZ
ENSG00000140479	748	950	1287	1189	PCSK6
ENSG00000164323	606	1236	1144	1187	CFAP97
ENSG00000187984	1693	1063	746	671	ANKRD19P
ENSG00000168256	772	1187	1086	1126	NKIRAS2
ENSG00000119487	631	1162	1206	1171	MAPKAP1
ENSG00000051341	1553	1073	725	819	POLQ
ENSG00000118200	645	1152	1197	1175	CAMSAP2
ENSG00000137944	1109	1144	1039	875	KYAT3
ENSG00000155368	716	1047	1279	1123	DBI
ENSG00000220205	1898	888	731	646	VAMP2
ENSG00000197063	1007	974	1081	1098	MAFG
ENSG00000099204	604	1207	1076	1273	ABLIM1
ENSG00000162337	583	784	1310	1481	LRP5
ENSG00000049860	786	604	1464	1302	HEXB
ENSG00000172890	1332	1106	800	917	NADSYN1
ENSG00000135972	966	1191	1132	866	MRPS9
ENSG00000117139	900	1072	1014	1169	KDM5B
ENSG00000117000	1400	1081	832	842	RLF
ENSG00000070476	1139	1190	912	913	ZXDC
ENSG00000143303	1873	1012	664	603	RRNAD1
ENSG00000051825	1076	1278	832	964	MPHOSPH9
ENSG00000127334	609	1042	1298	1201	DYRK2
ENSG00000127527	907	1206	1102	932	EPS15L1
ENSG00000133422	917	1205	974	1051	MORC2
ENSG00000137509	724	544	1453	1423	PRCP
ENSG00000168884	901	1128	1109	1006	TNIP2
ENSG00000234616	1125	1050	887	1081	JRK
ENSG00000178980	1092	1065	1104	876	SELENOW
ENSG00000163558	786	1082	1107	1160	PRKCI
ENSG00000103035	843	1085	1172	1035	PSMD7
ENSG00000106144	856	1146	990	1142	CASP2
ENSG00000224470	991	1099	886	1156	ATXN1L
ENSG00000151348	710	512	1487	1420	EXT2
ENSG00000108788	756	1231	1153	986	MLX
ENSG00000234127	987	1287	798	1053	TRIM26
ENSG00000169641	1184	945	887	1108	LUZP1
ENSG00000186625	1148	1118	936	922	KATNA1
ENSG00000196865	1163	1147	946	867	NHLRC2
ENSG00000106853	817	1146	1125	1033	PTGR1
ENSG00000104442	883	1258	1001	977	ARMC1
ENSG00000163728	1765	983	677	693	TTC14
ENSG00000108479	738	1157	1202	1019	GALK1
ENSG00000107719	600	1160	1151	1205	PALD1
ENSG00000100395	1032	1080	1029	973	L3MBTL2
ENSG00000164305	1206	1085	999	824	CASP3
ENSG00000104067	786	1144	1025	1159	TJP1
ENSG00000181817	878	1075	1194	966	LSM10
ENSG00000147853	863	1199	1108	943	AK3
ENSG00000198740	765	1209	1079	1059	ZNF652
ENSG00000156299	1025	1019	992	1075	TIAM1
ENSG00000084070	796	1166	991	1157	SMAP2
ENSG00000105983	758	814	1312	1226	LMBR1
ENSG00000164338	1335	1043	879	851	UTP15
ENSG00000143363	624	1234	1123	1127	PRUNE1
ENSG00000135049	1351	1084	855	816	AGTPBP1
ENSG00000153130	735	1128	1243	998	SCOC
ENSG00000009830	921	885	1125	1170	POMT2
ENSG00000148719	794	1141	1118	1048	DNAJB12
ENSG00000156374	781	1040	1277	1002	PCGF6
ENSG00000261373	740	1102	1164	1092	VPS9D1-AS1
ENSG00000104522	865	1115	1130	987	TSTA3
ENSG00000117543	1071	1122	1020	883	DPH5
ENSG00000125826	1262	1022	911	899	RBCK1
ENSG00000180891	755	1018	1210	1110	CUEDC1
ENSG00000163510	925	1185	999	983	CWC22
ENSG00000155304	587	802	1378	1324	HSPA13
ENSG00000147854	1290	1155	820	826	UHRF2
ENSG00000123080	593	981	1442	1074	CDKN2C
ENSG00000132819	593	954	1389	1154	RBM38
ENSG00000067533	945	1028	1084	1032	RRP15
ENSG00000196372	652	1220	1146	1071	ASB13
ENSG00000141219	967	1234	929	959	C17orf80
ENSG00000197056	1187	1115	967	820	ZMYM1
ENSG00000133131	754	1092	1121	1121	MORC4
ENSG00000185686	617	926	1345	1199	PRAME
ENSG00000125356	783	1057	1315	930	NDUFA1
ENSG00000134318	850	1094	1052	1089	ROCK2
ENSG00000178425	797	1050	1180	1057	NT5DC1
ENSG00000110906	833	1108	1123	1018	KCTD10
ENSG00000177189	786	1117	1095	1083	RPS6KA3
ENSG00000119977	768	1018	1197	1097	TCTN3
ENSG00000114738	671	1116	1163	1129	MAPKAPK3
ENSG00000058272	1123	1088	947	921	PPP1R12A
ENSG00000105443	1351	994	866	868	CYTH2
ENSG00000114450	571	1037	1170	1300	GNB4
ENSG00000186908	1531	925	844	777	ZDHHC17
ENSG00000172262	1341	1096	831	809	ZNF131
ENSG00000198646	626	1175	1011	1264	NCOA6
ENSG00000128915	1069	1131	930	946	ICE2
ENSG00000131873	605	959	1294	1218	CHSY1
ENSG00000083937	745	1030	1263	1038	CHMP2B
ENSG00000100151	1355	1049	898	773	PICK1
ENSG00000116260	976	620	1293	1186	QSOX1
ENSG00000143228	1019	1124	1055	876	NUF2
ENSG00000174579	1268	1270	842	694	MSL2
ENSG00000163125	660	1382	888	1144	RPRD2
ENSG00000071889	1062	1014	1079	918	FAM3A
ENSG00000185000	1464	885	853	870	DGAT1
ENSG00000101457	1012	1237	1033	790	DNTTIP1
ENSG00000143379	1079	1138	843	1012	SETDB1
ENSG00000066855	730	1169	1119	1053	MTFR1
ENSG00000186141	1147	1255	842	824	POLR3C
ENSG00000185684	1393	1069	813	791	EP400P1
ENSG00000161217	887	1095	1008	1076	PCYT1A
ENSG00000165832	944	1226	962	934	TRUB1
ENSG00000171792	744	1188	1090	1044	RHNO1
ENSG00000110881	762	889	1189	1226	ASIC1
ENSG00000083099	1017	1129	1042	878	LYRM2
ENSG00000040933	1147	1101	894	923	INPP4A
ENSG00000257093	744	1078	1006	1236	KIAA1147
ENSG00000108963	988	1123	972	980	DPH1
ENSG00000086666	918	1105	999	1040	ZFAND6
ENSG00000163812	725	1002	1123	1212	ZDHHC3
ENSG00000067248	960	1085	993	1023	DHX29
ENSG00000100347	884	1049	1177	951	SAMM50
ENSG00000153574	824	1120	1167	947	RPIA
ENSG00000157191	1027	1143	977	911	NECAP2
ENSG00000136827	770	871	1281	1136	TOR1A
ENSG00000142156	857	580	1281	1340	COL6A1
ENSG00000155097	609	1057	1256	1135	ATP6V1C1
ENSG00000083857	519	545	1215	1778	FAT1
ENSG00000120333	916	1122	1145	873	MRPS14
ENSG00000101003	959	976	1114	1007	GINS1
ENSG00000072571	643	1099	1194	1118	HMMR
ENSG00000174842	1317	1015	951	771	GLMN
ENSG00000167202	972	1036	990	1055	TBC1D2B
ENSG00000133639	1695	1024	770	563	BTG1
ENSG00000157881	1007	1075	994	976	PANK4
ENSG00000177463	902	1201	833	1115	NR2C2
ENSG00000077152	965	1057	1089	940	UBE2T
ENSG00000198642	1157	971	959	961	KLHL9
ENSG00000101350	807	1128	973	1139	KIF3B
ENSG00000139651	853	1190	863	1140	ZNF740
ENSG00000189180	1159	1146	860	878	ZNF33A
ENSG00000104679	802	1210	1104	925	R3HCC1
ENSG00000244879	1570	1149	640	682	GABPB1-AS1
ENSG00000083720	733	1123	1173	1011	OXCT1
ENSG00000158863	1071	1074	950	944	FAM160B2
ENSG00000123179	834	1028	1460	717	EBPL
ENSG00000067082	2343	777	447	472	KLF6
ENSG00000257218	901	1173	1019	945	GATC
ENSG00000132313	865	1066	1077	1028	MRPL35
ENSG00000125459	1008	1199	938	891	MSTO1
ENSG00000137770	1083	1140	912	900	CTDSPL2
ENSG00000145214	1401	1071	818	744	DGKQ
ENSG00000144827	885	1249	1031	867	ABHD10
ENSG00000112655	750	702	1209	1370	PTK7
ENSG00000204231	1269	1166	813	781	RXRB
ENSG00000151929	583	784	1393	1266	BAG3
ENSG00000173465	918	1184	1051	871	SSSCA1
ENSG00000137040	1523	991	727	782	RANBP6
ENSG00000159164	300	717	1285	1717	SV2A
ENSG00000113552	629	1186	1058	1143	GNPDA1
ENSG00000213465	782	1053	1163	1015	ARL2
ENSG00000130702	1006	650	1073	1284	LAMA5
ENSG00000186001	913	1159	905	1035	LRCH3
ENSG00000037757	890	1221	883	1017	MRI1
ENSG00000152700	1096	1021	1060	831	SAR1B
ENSG00000106785	634	1102	1142	1129	TRIM14
ENSG00000122376	836	1133	1082	956	FAM35A
ENSG00000135912	920	1177	867	1042	TTLL4
ENSG00000160796	1321	1041	748	896	NBEAL2
ENSG00000103510	1121	1005	970	910	KAT8
ENSG00000107130	537	993	1311	1165	NCS1
ENSG00000139990	835	1194	945	1031	DCAF5
ENSG00000104365	1167	1214	743	880	IKBKB
ENSG00000187164	1064	956	1065	917	SHTN1
ENSG00000120699	1324	1147	751	780	EXOSC8
ENSG00000108591	957	1140	916	987	DRG2
ENSG00000102580	891	789	1150	1170	DNAJC3
ENSG00000228300	1008	921	1193	878	C19orf24
ENSG00000140157	605	972	1177	1245	NIPA2
ENSG00000127419	1689	907	760	641	TMEM175
ENSG00000198792	766	817	1151	1262	TMEM184B
ENSG00000174177	1201	1069	989	737	CTU2
ENSG00000149782	669	1096	1054	1174	PLCB3
